"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"18p"	2	1	13914256	15250672	0.91	"DIPLOID"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"18q"	2	1	62544291	62544291	1	"DIPLOID"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"20p"	2	1	26301250	26301250	1	"DIPLOID"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"20q"	2	1	36589731	36589731	1	"DIPLOID"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"21q"	2	1	32062713	36635101	0.88	"DIPLOID"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"22q"	2	1	33715050	34980090	0.96	"DIPLOID"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"23p"	0	0	57820057	57820057	1	"HOMDEL"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"23q"	0	0	94078276	96622426	0.97	"HOMDEL"	FALSE	0.310507623359302	7	"c/s_C_J38C80_P001_d__s_C_J38C"
"1p"	1	0	117971838	121504006	0.97	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"1q"	2	1	111549719	127643506	0.87	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"2p"	2	0	87115550	92284452	0.94	"CNLOH"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"2q"	2	0	144867591	150737001	0.96	"CNLOH"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"3p"	3	1	76211436	90142877	0.85	"GAIN"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"3q"	3	1	107391946	107391946	1	"GAIN"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"4p"	1	0	49606767	49606767	1	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"4q"	1	0	140050734	141271553	0.99	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"5p"	2	1	46347141	46347141	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"6p"	2	1	58537566	58537566	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"7p"	2	1	56153101	58023682	0.97	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"7q"	2	1	93719469	100970770	0.93	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"8p"	1	0	40566554	43282691	0.94	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"8q"	2	1	102332613	102332613	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"10p"	1	0	39161835	39161835	1	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"10q"	1	0	90668865	94858859	0.96	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"11p"	2	1	44793011	51480470	0.87	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"11q"	2	1	77319656	82679582	0.94	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"12q"	2	1	98875406	98953861	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"14q"	2	1	88171127	88171127	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"15q"	1	0	82432582	82432582	1	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"16p"	2	1	35271343	35271343	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"16q"	2	1	54902424	54902424	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"17q"	2	1	58323216	58780222	0.99	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"18p"	1	0	15413498	15413498	1	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"18q"	1	0	62544302	62544302	1	"HETLOSS"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"19q"	2	1	27829424	34369803	0.81	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"20p"	2	1	26301219	26301219	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"20q"	2	1	36589681	36589681	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"21q"	2	1	36796121	36796121	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"22q"	2	1	35097900	35097900	1	"DIPLOID"	FALSE	0.511250072965688	7	"c/s_C_J38C80_P002_d__s_C_J38C"
"1q"	2	1	126439318	127675018	0.99	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"2p"	1	0	82451047	92280271	0.89	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"3p"	1	0	90143307	90143307	1	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"4q"	2	1	136416753	141280996	0.97	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"5p"	2	1	46347041	46347041	1	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"5q"	2	1	133534268	134223878	0.99	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"7p"	2	1	56222648	58032929	0.97	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"7q"	2	1	93977807	100840262	0.93	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"9p"	1	0	38297600	47329347	0.81	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"10p"	2	1	37140469	39111312	0.95	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"11p"	2	1	47170731	50576387	0.93	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"11q"	2	1	77254216	82613261	0.94	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"12p"	2	1	34780083	34780083	1	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"12q"	2	1	98301047	98948714	0.99	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"13q"	1	0	96049850	96049850	1	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"14q"	2	1	83727458	88170627	0.95	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"16p"	2	1	31472972	35228987	0.89	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"16q"	1	0	54691907	54707969	1	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"17p"	2	1	21284249	22256024	0.96	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"17q"	2	1	58310618	58786604	0.99	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"18p"	2	1	13733383	15437389	0.89	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"20p"	2	1	24814613	26300851	0.94	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"20q"	2	1	36589781	36589781	1	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"22q"	2	1	34368750	34898249	0.98	"DIPLOID"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"23p"	1	0	58431062	58431062	1	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"23q"	1	0	96623088	96623088	1	"HETLOSS"	FALSE	0.390689769806891	7	"c/s_C_RK4M4Y_P001_d__s_C_RK4M"
"1q"	2	1	126249557	127543850	0.99	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"2p"	1	0	79237837	92036737	0.86	"HETLOSS"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"2q"	2	1	140353701	149760289	0.94	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"3p"	1	0	90143367	90143367	1	"HETLOSS"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"4p"	2	1	49606867	49606867	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"4q"	2	1	140044316	141281845	0.99	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"5p"	2	1	46347091	46347091	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"5q"	2	1	133533718	134223893	0.99	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"7p"	2	1	56153115	58023696	0.97	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"7q"	2	1	93943335	100950154	0.93	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"8q"	3	1	102317213	102440390	1	"GAIN"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"9p"	0	0	47298153	47298153	1	"HOMDEL"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"10p"	2	1	37328169	39160204	0.95	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"10q"	2	1	78633241	96038021	0.82	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"11p"	2	1	48237337	51513942	0.94	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"11q"	2	1	77253943	82613421	0.94	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"12p"	2	1	34782894	34782894	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"12q"	2	1	98954356	98954356	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"13q"	1	0	96049700	96049700	1	"HETLOSS"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"14q"	2	1	88171249	88171249	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"15q"	2	1	79472000	82405462	0.96	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"16p"	2	1	31513183	35265381	0.89	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"17p"	2	1	22256849	22256849	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"17q"	2	1	58296168	58779290	0.99	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"18p"	2	1	15399549	15446725	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"20p"	2	1	24903145	26299013	0.95	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"20q"	2	1	36589781	36589781	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"22q"	2	1	35114200	35114200	1	"DIPLOID"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"23p"	1	0	58430962	58430962	1	"HETLOSS"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"23q"	1	0	96622938	96622938	1	"HETLOSS"	FALSE	0.372807333420105	7	"c/s_C_RK4M4Y_P002_d__s_C_RK4M"
"1p"	2	1	120503822	121471439	0.99	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"1q"	2	1	125159707	127561827	0.98	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"2p"	2	1	92284412	92284412	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"2q"	2	1	150736761	150736761	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"3p"	2	1	90143367	90143367	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"3q"	2	1	107437346	107437346	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"4p"	2	1	49607017	49607017	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"4q"	2	1	140137111	141267185	0.99	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"5p"	2	1	46347241	46347241	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"5q"	2	1	133595072	134304422	0.99	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"6p"	2	1	58537627	58537627	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"6q"	2	1	112119209	112119209	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"7p"	2	1	56334927	58032995	0.97	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"7q"	2	1	94527419	100940282	0.94	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"8p"	2	1	43721902	43721902	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"8q"	2	1	102440604	102440604	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"9p"	2	1	38515050	47339579	0.81	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"10p"	2	1	36634708	39077912	0.94	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"10q"	2	1	82884361	96199376	0.86	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"11p"	2	1	48151451	51546584	0.93	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"11q"	2	1	77189657	82550006	0.94	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"12p"	2	1	34782944	34782944	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"12q"	2	1	98358706	98951242	0.99	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"13q"	2	1	96049600	96049600	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"14q"	2	1	86463171	88164899	0.98	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"15q"	2	1	82222076	82432196	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"16p"	2	1	35273101	35273101	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"16q"	2	1	54905886	54905886	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"17p"	2	1	21937768	22249468	0.99	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"17q"	2	1	58436303	58924461	0.99	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"18p"	2	1	15448056	15448056	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"18q"	2	1	62544302	62544302	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"20p"	2	1	26301233	26301233	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"20q"	2	1	36589794	36589794	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"21q"	2	1	36796121	36796121	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"22q"	2	1	35114550	35114550	1	"DIPLOID"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"23p"	1	0	58431162	58431162	1	"HETLOSS"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"23q"	1	0	96622938	96622938	1	"HETLOSS"	FALSE	0.0916477782728688	7	"c/s_C_2V50AE_P001_d__s_C_2V50"
"1p"	2	1	111215834	121520534	0.92	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"1q"	2	1	103658552	126987293	0.82	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"3p"	2	1	90143354	90143354	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"3q"	2	1	107437196	107437196	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"4p"	2	0	46920200	49604017	0.95	"CNLOH"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"4q"	2	1	141303969	141303969	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"5p"	2	1	42806291	46344409	0.92	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"6p"	2	1	48710792	58537473	0.83	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"7p"	2	1	58033331	58033331	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"7q"	2	1	100971703	100971703	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"9p"	1	0	43620883	47345483	0.92	"HETLOSS"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"10p"	2	1	39161985	39161985	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"10q"	2	1	96200700	96200700	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"11p"	2	1	51557187	51557187	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"12p"	2	1	34782744	34782744	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"13q"	3	1	79041350	96049556	0.82	"GAIN"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"14q"	2	1	88171169	88171169	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"15q"	2	1	82432668	82432668	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"16p"	2	1	35271401	35271401	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"18p"	2	1	15448056	15448056	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"19q"	2	1	28034515	34409159	0.81	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"20p"	2	1	26301100	26301100	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"20q"	2	1	36589681	36589681	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"21q"	2	1	36796121	36796121	1	"DIPLOID"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"22q"	1	0	35114500	35114500	1	"HETLOSS"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"23p"	1	0	58430962	58430962	1	"HETLOSS"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"23q"	1	0	96623138	96623138	1	"HETLOSS"	FALSE	0.348400208144184	7	"c/s_C_RYFN34_M001_d__s_C_RYFN"
"1p"	2	1	120432235	121522007	0.99	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"1q"	2	1	126429701	127649463	0.99	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"2p"	2	1	92280268	92280268	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"2q"	2	1	150305912	150714502	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"3p"	2	1	90143367	90143367	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"3q"	2	1	107437396	107437396	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"4p"	2	1	49606817	49606817	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"4q"	2	1	141304183	141304183	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"5p"	2	1	46336775	46336775	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"5q"	2	1	133568210	134223656	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"6p"	2	1	58525413	58525413	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"6q"	2	1	112106681	112106681	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"7p"	2	1	56335350	58033081	0.97	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"7q"	2	1	93871664	100929838	0.93	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"8p"	2	1	43722234	43722234	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"9p"	2	1	38400204	47353816	0.81	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"10p"	2	1	35837243	39161728	0.92	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"10q"	2	1	82967880	96200447	0.86	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"11p"	2	1	51557187	51557187	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"11q"	2	1	82613395	82613395	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"12p"	2	1	34782744	34782744	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"12q"	2	1	98954241	98954241	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"13q"	2	1	96049602	96049602	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"14q"	2	1	88171111	88171111	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"15q"	2	1	82107234	82431308	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"16p"	2	1	35271401	35271401	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"16q"	2	1	54905899	54905899	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"17p"	2	1	22249987	22249987	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"17q"	2	1	58517242	58771048	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"18p"	2	1	15417456	15442277	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"18q"	2	1	62544252	62544252	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"19q"	2	1	29876832	34351317	0.87	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
"20p"	2	1	26301169	26301169	1	"DIPLOID"	FALSE	0.106666549096298	7	"c/s_C_RYFN34_P001_d__s_C_RYFN"
