"Gene"	"Match"	"number"	"ID"
"CYorf17"	1	3	"RP/somatic/s_C_859MNP_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_859MNP_P001_d__"
"RBMY1E"	1	4	"RP/somatic/s_C_859MNP_P001_d__"
"SRY"	1	4	"RP/somatic/s_C_859MNP_P001_d__"
"RPS4Y1"	1	15	"RP/somatic/s_C_859MNP_P001_d__"
"RBMY1F"	1	4	"RP/somatic/s_C_859MNP_P001_d__"
"ZFY"	1	18	"RP/somatic/s_C_859MNP_P001_d__"
"TGIF2LY"	1	4	"RP/somatic/s_C_859MNP_P001_d__"
"PCDH11Y"	1	50	"RP/somatic/s_C_859MNP_P001_d__"
"TSPY2"	1	4	"RP/somatic/s_C_859MNP_P001_d__"
"RBMY1J"	1	18	"RP/somatic/s_C_859MNP_P001_d__"
"AMELY"	1	10	"RP/somatic/s_C_859MNP_P001_d__"
"TBL1Y"	1	23	"RP/somatic/s_C_859MNP_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_859MNP_P001_d__"
"TSPY8"	1	6	"RP/somatic/s_C_859MNP_P001_d__"
"TSPY3"	1	9	"RP/somatic/s_C_859MNP_P001_d__"
"TSPY1"	1	9	"RP/somatic/s_C_859MNP_P001_d__"
"DAZ2"	1	3	"RP/somatic/s_C_859MNP_P001_d__"
"AC006156.1"	1	11	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY10"	1	3	"RP/somatic/s_C_06RU4K_M001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_06RU4K_M001_d__"
"DAZ3"	1	3	"RP/somatic/s_C_06RU4K_M001_d__"
"USP9Y"	1	42	"RP/somatic/s_C_06RU4K_M001_d__"
"DAZ4"	1	3	"RP/somatic/s_C_06RU4K_M001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_06RU4K_M001_d__"
"UTY"	1	32	"RP/somatic/s_C_06RU4K_M001_d__"
"BPY2C"	1	1	"RP/somatic/s_C_06RU4K_M001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_06RU4K_M001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_06RU4K_M001_d__"
"KDM5D"	1	28	"RP/somatic/s_C_06RU4K_M001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_06RU4K_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_06RU4K_M001_d__"
"RBMY1A1"	1	6	"RP/somatic/s_C_06RU4K_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_06RU4K_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_06RU4K_M001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_06RU4K_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_06RU4K_M001_d__"
"ZFY"	1	12	"RP/somatic/s_C_06RU4K_M001_d__"
"TGIF2LY"	1	4	"RP/somatic/s_C_06RU4K_M001_d__"
"PCDH11Y"	1	29	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY2"	1	8	"RP/somatic/s_C_06RU4K_M001_d__"
"RBMY1J"	1	6	"RP/somatic/s_C_06RU4K_M001_d__"
"AMELY"	1	5	"RP/somatic/s_C_06RU4K_M001_d__"
"TBL1Y"	1	15	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY4"	1	4	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY8"	1	12	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY3"	1	11	"RP/somatic/s_C_06RU4K_M001_d__"
"TSPY1"	1	11	"RP/somatic/s_C_06RU4K_M001_d__"
"DAZ2"	1	4	"RP/somatic/s_C_06RU4K_M001_d__"
"AC006156.1"	1	11	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_RN997F_M001_d__"
"SLC9B1P1"	1	3	"RP/somatic/s_C_RN997F_M001_d__"
"DAZ3"	1	4	"RP/somatic/s_C_RN997F_M001_d__"
"USP9Y"	1	65	"RP/somatic/s_C_RN997F_M001_d__"
"DAZ4"	1	4	"RP/somatic/s_C_RN997F_M001_d__"
"DDX3Y"	1	19	"RP/somatic/s_C_RN997F_M001_d__"
"UTY"	1	47	"RP/somatic/s_C_RN997F_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_RN997F_M001_d__"
"NLGN4Y"	1	18	"RP/somatic/s_C_RN997F_M001_d__"
"KDM5D"	1	36	"RP/somatic/s_C_RN997F_M001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_RN997F_M001_d__"
"RPS4Y2"	1	8	"RP/somatic/s_C_RN997F_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_RN997F_M001_d__"
"RBMY1A1"	1	8	"RP/somatic/s_C_RN997F_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_RN997F_M001_d__"
"SRY"	1	4	"RP/somatic/s_C_RN997F_M001_d__"
"RPS4Y1"	1	10	"RP/somatic/s_C_RN997F_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_RN997F_M001_d__"
"ZFY"	1	15	"RP/somatic/s_C_RN997F_M001_d__"
"TGIF2LY"	1	4	"RP/somatic/s_C_RN997F_M001_d__"
"PCDH11Y"	1	42	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY2"	1	7	"RP/somatic/s_C_RN997F_M001_d__"
"RBMY1J"	1	15	"RP/somatic/s_C_RN997F_M001_d__"
"AMELY"	1	6	"RP/somatic/s_C_RN997F_M001_d__"
"DAZ1"	1	1	"RP/somatic/s_C_RN997F_M001_d__"
"TBL1Y"	1	20	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY8"	1	6	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY3"	1	10	"RP/somatic/s_C_RN997F_M001_d__"
"TSPY1"	1	10	"RP/somatic/s_C_RN997F_M001_d__"
"DAZ2"	1	4	"RP/somatic/s_C_RN997F_M001_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000045_T001_d__"
"USP9Y"	1	42	"RP/somatic/s_C_000045_T001_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_000045_T001_d__"
"UTY"	1	28	"RP/somatic/s_C_000045_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000045_T001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000045_T001_d__"
"KDM5D"	1	32	"RP/somatic/s_C_000045_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000045_T001_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_000045_T001_d__"
"CYorf17"	1	4	"RP/somatic/s_C_000045_T001_d__"
"SRY"	1	4	"RP/somatic/s_C_000045_T001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000045_T001_d__"
"ZFY"	1	12	"RP/somatic/s_C_000045_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000045_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000045_T001_d__"
"AMELY"	1	5	"RP/somatic/s_C_000045_T001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_000045_T001_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000045_T002_d__"
"USP9Y"	1	42	"RP/somatic/s_C_000045_T002_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_000045_T002_d__"
"UTY"	1	28	"RP/somatic/s_C_000045_T002_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000045_T002_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000045_T002_d__"
"KDM5D"	1	32	"RP/somatic/s_C_000045_T002_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000045_T002_d__"
"RPS4Y2"	1	7	"RP/somatic/s_C_000045_T002_d__"
"CYorf17"	1	4	"RP/somatic/s_C_000045_T002_d__"
"SRY"	1	4	"RP/somatic/s_C_000045_T002_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000045_T002_d__"
"ZFY"	1	12	"RP/somatic/s_C_000045_T002_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000045_T002_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000045_T002_d__"
"AMELY"	1	5	"RP/somatic/s_C_000045_T002_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_000045_T002_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000045_T003_d__"
"USP9Y"	1	42	"RP/somatic/s_C_000045_T003_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_000045_T003_d__"
"UTY"	1	28	"RP/somatic/s_C_000045_T003_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000045_T003_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000045_T003_d__"
"KDM5D"	1	32	"RP/somatic/s_C_000045_T003_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000045_T003_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_000045_T003_d__"
"CYorf17"	1	4	"RP/somatic/s_C_000045_T003_d__"
"SRY"	1	4	"RP/somatic/s_C_000045_T003_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000045_T003_d__"
"ZFY"	1	12	"RP/somatic/s_C_000045_T003_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000045_T003_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000045_T003_d__"
"AMELY"	1	5	"RP/somatic/s_C_000045_T003_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_000045_T003_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000045_T004_d__"
"USP9Y"	1	42	"RP/somatic/s_C_000045_T004_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_000045_T004_d__"
"UTY"	1	28	"RP/somatic/s_C_000045_T004_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000045_T004_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000045_T004_d__"
"KDM5D"	1	32	"RP/somatic/s_C_000045_T004_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000045_T004_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_000045_T004_d__"
"CYorf17"	1	4	"RP/somatic/s_C_000045_T004_d__"
"SRY"	1	4	"RP/somatic/s_C_000045_T004_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000045_T004_d__"
"ZFY"	1	12	"RP/somatic/s_C_000045_T004_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000045_T004_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000045_T004_d__"
"AMELY"	1	5	"RP/somatic/s_C_000045_T004_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_000045_T004_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000184_T001_d__"
"USP9Y"	1	28	"RP/somatic/s_C_000184_T001_d__"
"DDX3Y"	1	12	"RP/somatic/s_C_000184_T001_d__"
"UTY"	1	18	"RP/somatic/s_C_000184_T001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_000184_T001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_000184_T001_d__"
"KDM5D"	1	21	"RP/somatic/s_C_000184_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000184_T001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_000184_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000184_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000184_T001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_000184_T001_d__"
"ZFY"	1	11	"RP/somatic/s_C_000184_T001_d__"
"TGIF2LY"	1	1	"RP/somatic/s_C_000184_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000184_T001_d__"
"AMELY"	1	3	"RP/somatic/s_C_000184_T001_d__"
"TBL1Y"	1	7	"RP/somatic/s_C_000184_T001_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000047_T001_d__"
"USP9Y"	1	39	"RP/somatic/s_C_000047_T001_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_000047_T001_d__"
"UTY"	1	26	"RP/somatic/s_C_000047_T001_d__"
"TMSB4Y"	1	3	"RP/somatic/s_C_000047_T001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_000047_T001_d__"
"KDM5D"	1	31	"RP/somatic/s_C_000047_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000047_T001_d__"
"RPS4Y2"	1	7	"RP/somatic/s_C_000047_T001_d__"
"CYorf17"	1	4	"RP/somatic/s_C_000047_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000047_T001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000047_T001_d__"
"ZFY"	1	12	"RP/somatic/s_C_000047_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000047_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000047_T001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_000047_T001_d__"
"AMELY"	1	5	"RP/somatic/s_C_000047_T001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_000047_T001_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000049_T001_d__"
"USP9Y"	1	44	"RP/somatic/s_C_000049_T001_d__"
"DDX3Y"	1	17	"RP/somatic/s_C_000049_T001_d__"
"UTY"	1	29	"RP/somatic/s_C_000049_T001_d__"
"TMSB4Y"	1	3	"RP/somatic/s_C_000049_T001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000049_T001_d__"
"KDM5D"	1	31	"RP/somatic/s_C_000049_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000049_T001_d__"
"RPS4Y2"	1	7	"RP/somatic/s_C_000049_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000049_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000049_T001_d__"
"RPS4Y1"	1	8	"RP/somatic/s_C_000049_T001_d__"
"ZFY"	1	13	"RP/somatic/s_C_000049_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000049_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000049_T001_d__"
"AMELY"	1	5	"RP/somatic/s_C_000049_T001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_000049_T001_d__"
"USP9Y"	1	24	"RP/somatic/s_C_000178_T001_d__"
"DDX3Y"	1	13	"RP/somatic/s_C_000178_T001_d__"
"UTY"	1	19	"RP/somatic/s_C_000178_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000178_T001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_000178_T001_d__"
"KDM5D"	1	24	"RP/somatic/s_C_000178_T001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_000178_T001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_000178_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000178_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000178_T001_d__"
"RPS4Y1"	1	4	"RP/somatic/s_C_000178_T001_d__"
"ZFY"	1	10	"RP/somatic/s_C_000178_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000178_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000178_T001_d__"
"AMELY"	1	2	"RP/somatic/s_C_000178_T001_d__"
"TBL1Y"	1	8	"RP/somatic/s_C_000178_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000186_T002_d__"
"USP9Y"	1	40	"RP/somatic/s_C_000186_T002_d__"
"DDX3Y"	1	15	"RP/somatic/s_C_000186_T002_d__"
"UTY"	1	25	"RP/somatic/s_C_000186_T002_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000186_T002_d__"
"NLGN4Y"	1	9	"RP/somatic/s_C_000186_T002_d__"
"KDM5D"	1	25	"RP/somatic/s_C_000186_T002_d__"
"EIF1AY"	1	5	"RP/somatic/s_C_000186_T002_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_000186_T002_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000186_T002_d__"
"SRY"	1	3	"RP/somatic/s_C_000186_T002_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000186_T002_d__"
"ZFY"	1	13	"RP/somatic/s_C_000186_T002_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000186_T002_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000186_T002_d__"
"AMELY"	1	3	"RP/somatic/s_C_000186_T002_d__"
"TBL1Y"	1	11	"RP/somatic/s_C_000186_T002_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000188_T001_d__"
"USP9Y"	1	28	"RP/somatic/s_C_000188_T001_d__"
"DDX3Y"	1	13	"RP/somatic/s_C_000188_T001_d__"
"UTY"	1	19	"RP/somatic/s_C_000188_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000188_T001_d__"
"NLGN4Y"	1	7	"RP/somatic/s_C_000188_T001_d__"
"KDM5D"	1	24	"RP/somatic/s_C_000188_T001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_000188_T001_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_000188_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000188_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000188_T001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000188_T001_d__"
"ZFY"	1	10	"RP/somatic/s_C_000188_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000188_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000188_T001_d__"
"AMELY"	1	3	"RP/somatic/s_C_000188_T001_d__"
"TBL1Y"	1	9	"RP/somatic/s_C_000188_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000189_T002_d__"
"USP9Y"	1	35	"RP/somatic/s_C_000189_T002_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_000189_T002_d__"
"UTY"	1	21	"RP/somatic/s_C_000189_T002_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000189_T002_d__"
"NLGN4Y"	1	9	"RP/somatic/s_C_000189_T002_d__"
"KDM5D"	1	29	"RP/somatic/s_C_000189_T002_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_000189_T002_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_000189_T002_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000189_T002_d__"
"SRY"	1	3	"RP/somatic/s_C_000189_T002_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000189_T002_d__"
"ZFY"	1	12	"RP/somatic/s_C_000189_T002_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000189_T002_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000189_T002_d__"
"AMELY"	1	4	"RP/somatic/s_C_000189_T002_d__"
"TBL1Y"	1	12	"RP/somatic/s_C_000189_T002_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000013_T001_d__"
"USP9Y"	1	27	"RP/somatic/s_C_000013_T001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_000013_T001_d__"
"UTY"	1	21	"RP/somatic/s_C_000013_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000013_T001_d__"
"NLGN4Y"	1	9	"RP/somatic/s_C_000013_T001_d__"
"KDM5D"	1	27	"RP/somatic/s_C_000013_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000013_T001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_000013_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000013_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000013_T001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_000013_T001_d__"
"ZFY"	1	13	"RP/somatic/s_C_000013_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000013_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000013_T001_d__"
"AMELY"	1	4	"RP/somatic/s_C_000013_T001_d__"
"TBL1Y"	1	8	"RP/somatic/s_C_000013_T001_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000037_T001_d__"
"USP9Y"	1	41	"RP/somatic/s_C_000037_T001_d__"
"DDX3Y"	1	15	"RP/somatic/s_C_000037_T001_d__"
"UTY"	1	27	"RP/somatic/s_C_000037_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000037_T001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000037_T001_d__"
"KDM5D"	1	32	"RP/somatic/s_C_000037_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000037_T001_d__"
"RPS4Y2"	1	7	"RP/somatic/s_C_000037_T001_d__"
"CYorf17"	1	4	"RP/somatic/s_C_000037_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000037_T001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000037_T001_d__"
"ZFY"	1	12	"RP/somatic/s_C_000037_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000037_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000037_T001_d__"
"RBMY1J"	1	1	"RP/somatic/s_C_000037_T001_d__"
"AMELY"	1	5	"RP/somatic/s_C_000037_T001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_000037_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000200_T001_d__"
"USP9Y"	1	37	"RP/somatic/s_C_000200_T001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_000200_T001_d__"
"UTY"	1	21	"RP/somatic/s_C_000200_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000200_T001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_000200_T001_d__"
"KDM5D"	1	25	"RP/somatic/s_C_000200_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000200_T001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_000200_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000200_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000200_T001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000200_T001_d__"
"ZFY"	1	13	"RP/somatic/s_C_000200_T001_d__"
"TGIF2LY"	1	1	"RP/somatic/s_C_000200_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000200_T001_d__"
"AMELY"	1	4	"RP/somatic/s_C_000200_T001_d__"
"TBL1Y"	1	12	"RP/somatic/s_C_000200_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000200_T002_d__"
"USP9Y"	1	37	"RP/somatic/s_C_000200_T002_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_000200_T002_d__"
"UTY"	1	21	"RP/somatic/s_C_000200_T002_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000200_T002_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_000200_T002_d__"
"KDM5D"	1	25	"RP/somatic/s_C_000200_T002_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000200_T002_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_000200_T002_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000200_T002_d__"
"SRY"	1	3	"RP/somatic/s_C_000200_T002_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000200_T002_d__"
"ZFY"	1	13	"RP/somatic/s_C_000200_T002_d__"
"TGIF2LY"	1	1	"RP/somatic/s_C_000200_T002_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000200_T002_d__"
"AMELY"	1	4	"RP/somatic/s_C_000200_T002_d__"
"TBL1Y"	1	12	"RP/somatic/s_C_000200_T002_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_000052_T001_d__"
"USP9Y"	1	43	"RP/somatic/s_C_000052_T001_d__"
"DDX3Y"	1	15	"RP/somatic/s_C_000052_T001_d__"
"UTY"	1	27	"RP/somatic/s_C_000052_T001_d__"
"TMSB4Y"	1	3	"RP/somatic/s_C_000052_T001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_000052_T001_d__"
"KDM5D"	1	29	"RP/somatic/s_C_000052_T001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_000052_T001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_000052_T001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_000052_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000052_T001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_000052_T001_d__"
"ZFY"	1	12	"RP/somatic/s_C_000052_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000052_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000052_T001_d__"
"AMELY"	1	6	"RP/somatic/s_C_000052_T001_d__"
"TBL1Y"	1	12	"RP/somatic/s_C_000052_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_000053_T001_d__"
"USP9Y"	1	30	"RP/somatic/s_C_000053_T001_d__"
"DDX3Y"	1	11	"RP/somatic/s_C_000053_T001_d__"
"UTY"	1	21	"RP/somatic/s_C_000053_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_000053_T001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_000053_T001_d__"
"KDM5D"	1	25	"RP/somatic/s_C_000053_T001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_000053_T001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_000053_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_000053_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_000053_T001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_000053_T001_d__"
"ZFY"	1	12	"RP/somatic/s_C_000053_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_000053_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_000053_T001_d__"
"AMELY"	1	3	"RP/somatic/s_C_000053_T001_d__"
"TBL1Y"	1	11	"RP/somatic/s_C_000053_T001_d__"
"FAM197Y1"	1	2	"RP/somatic/s_C_XKFTEF_M001_d__"
"USP9Y"	1	39	"RP/somatic/s_C_XKFTEF_M001_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_XKFTEF_M001_d__"
"UTY"	1	25	"RP/somatic/s_C_XKFTEF_M001_d__"
"TMSB4Y"	1	3	"RP/somatic/s_C_XKFTEF_M001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_XKFTEF_M001_d__"
"KDM5D"	1	34	"RP/somatic/s_C_XKFTEF_M001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_XKFTEF_M001_d__"
"RPS4Y2"	1	7	"RP/somatic/s_C_XKFTEF_M001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_XKFTEF_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_XKFTEF_M001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_XKFTEF_M001_d__"
"ZFY"	1	12	"RP/somatic/s_C_XKFTEF_M001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_XKFTEF_M001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_XKFTEF_M001_d__"
"AMELY"	1	5	"RP/somatic/s_C_XKFTEF_M001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_XKFTEF_M001_d__"
"USP9Y"	1	3	"RP/somatic/s_C_000216_T001_d__"
"DDX3Y"	1	4	"RP/somatic/s_C_000216_T001_d__"
"UTY"	1	6	"RP/somatic/s_C_000216_T001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_000216_T001_d__"
"NLGN4Y"	1	5	"RP/somatic/s_C_000216_T001_d__"
"KDM5D"	1	10	"RP/somatic/s_C_000216_T001_d__"
