"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"9p"	2	1	46945699	46945699	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"9q"	2	1	92452821	92452821	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"10p"	2	1	37744985	37744985	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"10q"	2	1	94944174	94944174	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"11p"	2	1	51111504	51111504	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"11q"	2	1	81851445	81851445	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"12p"	2	1	34462194	34462194	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"12q"	2	1	98407192	98407192	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"13q"	2	1	91717732	91717732	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"14q"	2	1	85771600	85771600	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"15q"	2	1	79372918	79372918	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"16p"	2	1	35220758	35220758	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"16q"	2	1	54547249	54547249	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"17p"	2	1	22148253	22148253	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"17q"	2	1	58520032	58520032	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"18p"	2	1	14736498	14736498	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"18q"	2	1	58926452	58926452	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"19p"	2	1	23474762	23474762	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"19q"	2	1	33606387	33606387	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"20p"	2	1	26023705	26023705	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"20q"	2	1	36310696	36310696	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"21q"	2	1	34372621	34372621	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"22q"	2	1	33024762	33024762	1	"DIPLOID"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"23p"	1	0	58180812	58180812	1	"HETLOSS"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"23q"	1	0	91292738	91292738	1	"HETLOSS"	FALSE	0.13578548556971	7	"01-IM5_P-0003993-N01-IM5/coun"
"1p"	2	1	120534164	120534164	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"1q"	2	1	99511866	99511866	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"2q"	2	1	139955496	145570896	0.96	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"3q"	2	1	106857923	106857923	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"4p"	2	1	48257567	48257567	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"4q"	2	1	115259203	131616891	0.88	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"5p"	2	1	46187141	46187141	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"5q"	2	1	134316509	134316509	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"6p"	2	1	58437078	58437078	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"6q"	2	1	96103242	100637791	0.95	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"7p"	3	1	46363035	52823330	0.88	"GAIN"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"8p"	1	0	37640631	43208367	0.87	"HETLOSS"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"9q"	2	1	64773439	64773439	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"10p"	3	1	29182619	33719989	0.87	"GAIN"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"10q"	2	1	95926501	95926501	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"11p"	2	1	51319255	51319255	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"11q"	2	1	81851530	81851530	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"12p"	2	1	23192744	23192744	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"12q"	2	1	97144606	97861566	0.99	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"13q"	2	1	83737350	84616807	0.99	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"14q"	2	1	86418583	86418583	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"15q"	2	1	78325748	79710413	0.98	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"17p"	2	1	22148506	22148506	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"17q"	2	1	58520144	58520144	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"18p"	2	1	14736498	14736498	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"18q"	2	1	59002562	59002562	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"19p"	2	1	23474745	23474745	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"19q"	2	1	34414568	34414568	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"20p"	2	1	26023769	26023769	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"21q"	2	1	34964821	34964821	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"22q"	2	1	34009465	34009465	1	"DIPLOID"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"23p"	1	0	55238072	55388414	1	"HETLOSS"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"23q"	1	0	83609574	83609574	1	"HETLOSS"	FALSE	0.279178625442599	7	"01-IM6_P-0014756-N01-IM6/coun"
"2p"	2	1	87763771	87763771	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"2q"	2	1	150474821	150474821	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"3p"	2	1	89054982	89054982	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"4p"	2	1	48257537	48257537	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"4q"	2	1	140602483	140602483	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"5p"	3	1	38724697	46185838	0.84	"GAIN"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"6p"	2	1	58437066	58437066	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"7p"	2	1	56381931	56381931	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"7q"	2	1	100396806	100396806	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"8p"	1	0	23968068	23968068	1	"HETLOSS"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"9p"	2	1	46945699	46945699	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"9q"	2	1	92199144	92199144	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"10p"	2	1	37745035	37745035	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"10q"	2	1	72656953	89538474	0.81	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"11p"	2	1	51111609	51111609	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"12p"	2	1	18461894	20517816	0.9	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"12q"	2	1	83178306	95025906	0.88	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"13q"	2	1	91717700	91717700	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"14q"	2	1	86418500	86418500	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"15q"	2	1	80605664	80605664	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"16p"	3	1	35220801	35220801	1	"GAIN"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"17p"	1	0	10568050	11340867	0.93	"HETLOSS"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"18p"	2	1	14736548	14736548	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"18q"	2	1	58926401	58926401	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"19p"	2	1	23474745	23474745	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"19q"	2	1	33606468	33606468	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"20p"	2	1	26023705	26023705	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"20q"	2	1	36310631	36310631	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"21q"	2	1	34372700	34372700	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"22q"	2	1	33025012	33025012	1	"DIPLOID"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"23p"	1	0	58180912	58180912	1	"HETLOSS"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"23q"	1	0	91292738	91292738	1	"HETLOSS"	FALSE	0.333847720218824	7	"01-IM3_P-0000441-N01-IM3/coun"
"1q"	4	2	104718116	124442466	0.84	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"2p"	4	2	87763821	87763821	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"2q"	4	2	150656179	150656179	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"3p"	5	2	86050032	86050032	1	"GAIN"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"3q"	5	2	106846296	106846296	1	"GAIN"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"4p"	3	1	48257617	48257617	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"4q"	3	1	140602481	140602481	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"5p"	5	2	40913102	40913102	1	"GAIN"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"5q"	5	2	133139637	133139637	1	"GAIN"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"6p"	4	2	58437078	58437078	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"7p"	3	1	57723586	57723586	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"7q"	3	1	100396769	100396769	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"8p"	2	0	37753468	42856266	0.88	"LOSS BEFORE"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"8q"	5	2	87259413	87259413	1	"GAIN"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"9p"	3	1	46945654	46945654	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"9q"	3	1	92452821	92452821	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"10p"	3	1	37744935	37744935	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"10q"	3	1	94944265	94944265	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"11p"	3	1	51111603	51111603	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"11q"	3	1	81851426	81851426	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"12p"	4	2	34462144	34462144	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"12q"	4	2	82982356	98211598	0.84	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"13q"	4	2	79749461	79749461	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"14q"	5	2	86418483	86418483	1	"GAIN"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"15q"	3	1	81103875	81103875	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"16p"	3	1	32020217	34986518	0.92	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"16q"	1	0	54905929	54905929	1	"LOSS BEFORE & AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"17p"	3	1	22148337	22148337	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"18p"	4	2	14736513	14736513	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"18q"	4	2	59002560	59002560	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"19p"	2	1	23474745	23474745	1	"DOUBLE LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"19q"	2	1	33606518	33606518	1	"DOUBLE LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"20p"	3	1	26023705	26023705	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"20q"	3	1	36584031	36584031	1	"LOSS AFTER"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"21q"	4	2	34372621	34372621	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"22q"	4	2	34359388	34359388	1	"TETRAPLOID"	TRUE	0.685654574294401	7	"02-IM5_P-0000441-N01-IM5/coun"
"1p"	2	1	119047281	119047281	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"1q"	2	1	124442604	124442604	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"2p"	2	1	87763771	87763771	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"2q"	2	1	150656153	150656153	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"3p"	2	1	89055013	89055013	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"3q"	2	1	106849896	106849896	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"4p"	2	1	48257417	48257417	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"4q"	2	1	140602368	140602368	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"5p"	2	1	46187191	46187191	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"5q"	2	1	134122009	134122009	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"6p"	2	1	58437059	58437059	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"7p"	2	1	56381791	56381791	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"7q"	2	1	100396634	100396634	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"8p"	2	1	43273668	43273668	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"8q"	2	1	101904163	101904163	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"9p"	2	1	46945819	46945819	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"9q"	2	1	92452821	92452821	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"10p"	2	1	37744885	37744885	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"10q"	2	1	94944265	94944265	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"11p"	2	1	51111705	51111705	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"11q"	2	1	81851471	81851471	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"12p"	2	1	34462144	34462144	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"12q"	2	1	98407261	98407261	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"13q"	2	1	91717553	91717553	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"14q"	2	1	86418508	86418508	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"15q"	2	1	79373167	79373167	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"16p"	2	1	35220760	35220760	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"16q"	2	1	54547202	54547202	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"17p"	2	1	22148476	22148476	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"17q"	2	1	58520003	58520003	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"18p"	2	1	14736448	14736448	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"18q"	2	1	58926401	58926401	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"19p"	2	1	23474774	23474774	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"19q"	2	1	33606518	33606518	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"20p"	2	1	26023769	26023769	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"20q"	2	1	36311031	36311031	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"21q"	2	1	34372706	34372706	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"22q"	2	1	33024709	33024709	1	"DIPLOID"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"23p"	1	0	58181012	58181012	1	"HETLOSS"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"23q"	1	0	91292738	91292738	1	"HETLOSS"	FALSE	0.0783771905694102	7	"01-IM5_P-0008655-N01-IM5/coun"
"1p"	4	2	120534144	120534144	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"1q"	4	2	125135166	125135166	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"2p"	3	1	87764304	87764304	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"3p"	4	2	89055004	89055004	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"3q"	4	2	106857848	106857848	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"4p"	3	1	48257537	48257537	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"4q"	3	1	140602433	140602433	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"5p"	3	1	46187285	46187285	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"5q"	3	1	134316509	134316509	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"7p"	3	1	57723631	57723631	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"7q"	3	1	100573678	100573678	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"8p"	2	0	43273655	43273655	1	"LOSS BEFORE"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"8q"	5	1	89320129	102346014	0.87	"LOSS & GAIN"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"9p"	3	1	46945699	46945699	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"9q"	3	1	92452871	92452871	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"10p"	3	1	37744888	37744888	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"10q"	3	1	95926401	95926401	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"11p"	2	1	51319115	51319115	1	"DOUBLE LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"12q"	3	1	98407356	98407356	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"14q"	4	2	86418573	86418573	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"16p"	4	2	35220760	35220760	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"17p"	3	1	22148406	22148406	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"17q"	3	1	58520094	58520094	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"18p"	3	1	14736568	14736568	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"18q"	3	1	59002552	59002552	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"19p"	4	2	23474932	23474932	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"19q"	4	2	34414568	34414568	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"20p"	3	1	26023705	26023705	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"20q"	3	1	36553131	36553131	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"21q"	4	2	34964871	34964871	1	"TETRAPLOID"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"22q"	3	1	34009469	34009469	1	"LOSS AFTER"	TRUE	0.74020642606047	7	"01-IM6_P-0019975-N01-IM6/coun"
"1p"	2	0	105636491	119931373	0.88	"LOSS BEFORE"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
"3p"	4	2	89054982	89054982	1	"TETRAPLOID"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
"3q"	5	2	93080002	106857498	0.87	"GAIN"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
"4p"	3	1	48257592	48257592	1	"LOSS AFTER"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
"5p"	8	2	40239129	42371097	0.95	"AMP"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
"6q"	3	1	89618758	89618758	1	"LOSS AFTER"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
"7p"	4	1	56381981	56381981	1	"CNLOH AFTER"	TRUE	0.784026505531483	7	"02-IM6_P-0011475-N01-IM6/coun"
